id,code,name,institution_id/id
edu_career_150609370_131015,131015,Educación Física,al_hr_pe.edu_inst_150609370
edu_career_150610519_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150610519
edu_career_150610519_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150610519
edu_career_150610519_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150610519
edu_career_150610519_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150610519
edu_career_150610519_121065,121065,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_150610519
edu_career_150610519_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_150610519
edu_career_150610519_131015,131015,Educación Física,al_hr_pe.edu_inst_150610519
edu_career_150611525_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150611525
edu_career_150611525_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150611525
edu_career_150611525_121065,121065,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_150611525
edu_career_150611525_131015,131015,Educación Física,al_hr_pe.edu_inst_150611525
edu_career_150622936_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150622936
edu_career_150622936_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150622936
edu_career_150622969_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150622969
edu_career_150622969_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150622969
edu_career_150623025_121025,121025,"Idiomas, Especialidad: Inglés",al_hr_pe.edu_inst_150623025
edu_career_150623025_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150623025
edu_career_150623025_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150623025
edu_career_150630558_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150630558
edu_career_150630558_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_150630558
edu_career_150630558_131015,131015,Educación Física,al_hr_pe.edu_inst_150630558
edu_career_150630616_131015,131015,Educación Física,al_hr_pe.edu_inst_150630616
edu_career_150634659_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150634659
edu_career_150634659_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150634659
edu_career_150634659_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150634659
edu_career_150634659_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150634659
edu_career_150634659_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150634659
edu_career_150634659_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_150634659
edu_career_150634659_131015,131015,Educación Física,al_hr_pe.edu_inst_150634659
edu_career_150636811_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150636811
edu_career_150636811_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150636811
edu_career_150636811_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150636811
edu_career_150636811_131015,131015,Educación Física,al_hr_pe.edu_inst_150636811
edu_career_150637116_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150637116
edu_career_150637116_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150637116
edu_career_150637116_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150637116
edu_career_150637116_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150637116
edu_career_150637116_131015,131015,Educación Física,al_hr_pe.edu_inst_150637116
edu_career_150638130_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150638130
edu_career_150638130_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150638130
edu_career_150638130_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150638130
edu_career_150638130_131015,131015,Educación Física,al_hr_pe.edu_inst_150638130
edu_career_150642090_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150642090
edu_career_150642090_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150642090
edu_career_150642348_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150642348
edu_career_150642348_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150642348
edu_career_150642348_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_150642348
edu_career_150642348_131015,131015,Educación Física,al_hr_pe.edu_inst_150642348
edu_career_150644807_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150644807
edu_career_150644807_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150644807
edu_career_150644807_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150644807
edu_career_150644807_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_150644807
edu_career_150653584_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150653584
edu_career_150653584_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150653584
edu_career_150653592_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150653592
edu_career_150653592_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150653592
edu_career_150653592_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150653592
edu_career_150653592_121065,121065,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_150653592
edu_career_150653592_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150653592
edu_career_150653592_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_150653592
edu_career_150666479_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150666479
edu_career_150666479_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150666479
edu_career_150666479_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150666479
edu_career_150666479_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_150666479
edu_career_150676312_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150676312
edu_career_150676312_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150676312
edu_career_150676312_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150676312
edu_career_150676312_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150676312
edu_career_150676312_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150676312
edu_career_150676312_121065,121065,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_150676312
edu_career_150676312_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150676312
edu_career_150676312_131015,131015,Educación Física,al_hr_pe.edu_inst_150676312
edu_career_150681627_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150681627
edu_career_150686618_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150686618
edu_career_150686618_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150686618
edu_career_150686618_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150686618
edu_career_150686618_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150686618
edu_career_150686618_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150686618
edu_career_150686618_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150686618
edu_career_150686618_131015,131015,Educación Física,al_hr_pe.edu_inst_150686618
edu_career_150686618_199015,199015,Educación Básica Alternativa,al_hr_pe.edu_inst_150686618
edu_career_150688069_131015,131015,Educación Física,al_hr_pe.edu_inst_150688069
edu_career_150688341_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150688341
edu_career_150688341_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150688341
edu_career_150688341_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150688341
edu_career_150688341_131015,131015,Educación Física,al_hr_pe.edu_inst_150688341
edu_career_150688341_199015,199015,Educación Básica Alternativa,al_hr_pe.edu_inst_150688341
edu_career_150690388_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150690388
edu_career_150690388_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150690388
edu_career_150690388_131015,131015,Educación Física,al_hr_pe.edu_inst_150690388
edu_career_150695452_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150695452
edu_career_150695452_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150695452
edu_career_150695452_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150695452
edu_career_150695452_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150695452
edu_career_150695452_121065,121065,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_150695452
edu_career_150695452_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150695452
edu_career_150695452_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_150695452
edu_career_150695452_131015,131015,Educación Física,al_hr_pe.edu_inst_150695452
edu_career_150696385_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150696385
edu_career_150697235_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150697235
edu_career_150697235_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_150697235
edu_career_150702902_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150702902
edu_career_150702902_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150702902
edu_career_150702902_121035,121035,Educación Para El Trabajo,al_hr_pe.edu_inst_150702902
edu_career_150702902_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150702902
edu_career_150702902_121065,121065,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_150702902
edu_career_150708164_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150708164
edu_career_150708164_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150708164
edu_career_150708164_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150708164
edu_career_150708164_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150708164
edu_career_150708164_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150708164
edu_career_150708164_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150708164
edu_career_150708164_121035,121035,Educación Para El Trabajo,al_hr_pe.edu_inst_150708164
edu_career_150708164_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150708164
edu_career_150708164_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_150708164
edu_career_150708164_131015,131015,Educación Física,al_hr_pe.edu_inst_150708164
edu_career_150713099_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150713099
edu_career_150713099_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150713099
edu_career_150713099_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150713099
edu_career_150714725_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150714725
edu_career_150714725_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150714725
edu_career_150714725_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150714725
edu_career_150721951_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150721951
edu_career_150726414_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150726414
edu_career_150726414_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150726414
edu_career_150726414_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150726414
edu_career_150732370_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150732370
edu_career_150732370_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150732370
edu_career_150751800_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150751800
edu_career_150751800_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150751800
edu_career_150751800_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150751800
edu_career_150751800_522025,522025,Industrias Alimentarias,al_hr_pe.edu_inst_150751800
edu_career_150751800_611035,611035,Agropecuaria,al_hr_pe.edu_inst_150751800
edu_career_150751800_714035,714035,Enfermería Técnica,al_hr_pe.edu_inst_150751800
edu_career_150759217_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150759217
edu_career_150759217_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150759217
edu_career_150759217_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150759217
edu_career_150759217_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_150759217
edu_career_150783399_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150783399
edu_career_150783399_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150783399
edu_career_150783399_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150783399
edu_career_150783399_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_150783399
edu_career_150811489_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150811489
edu_career_150815084_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150815084
edu_career_150815084_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150815084
edu_career_150891770_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150891770
edu_career_150891770_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150891770
edu_career_150891770_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150891770
edu_career_150891770_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150891770
edu_career_150891770_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150891770
edu_career_150891770_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150891770
edu_career_150891770_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_150891770
edu_career_150891770_131015,131015,Educación Física,al_hr_pe.edu_inst_150891770
edu_career_150891952_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150891952
edu_career_150921015_224045,224045,Musica,al_hr_pe.edu_inst_150921015
edu_career_150926733_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150926733
edu_career_150926733_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150926733
edu_career_150926733_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_150926733
edu_career_150926840_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150926840
edu_career_150926840_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150926840
edu_career_150926840_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_150926840
edu_career_150926840_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_150926840
edu_career_150926840_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_150926840
edu_career_150926840_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_150926840
edu_career_150926865_111015,111015,Educación Inicial,al_hr_pe.edu_inst_150926865
edu_career_150926865_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150926865
edu_career_150930057_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150930057
edu_career_150930057_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150930057
edu_career_150930057_131015,131015,Educación Física,al_hr_pe.edu_inst_150930057
edu_career_150931014_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150931014
edu_career_150932368_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150932368
edu_career_150932392_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150932392
edu_career_150932475_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150932475
edu_career_150932665_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150932665
edu_career_150933218_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150933218
edu_career_150933218_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150933218
edu_career_150933218_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_150933218
edu_career_150933788_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150933788
edu_career_150933788_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_150933788
edu_career_150936856_112015,112015,Educación Primaria,al_hr_pe.edu_inst_150936856
edu_career_151000694_131015,131015,Educación Física,al_hr_pe.edu_inst_151000694
edu_career_151016328_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151016328
edu_career_151016328_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151016328
edu_career_151016328_121065,121065,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_151016328
edu_career_151016328_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_151016328
edu_career_151016328_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_151016328
edu_career_151025683_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151025683
edu_career_151025683_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_151025683
edu_career_151027754_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151027754
edu_career_151027754_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_151027754
edu_career_151027754_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151027754
edu_career_151027754_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_151027754
edu_career_151027754_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_151027754
edu_career_151027754_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_151027754
edu_career_151028554_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151028554
edu_career_151029123_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151029123
edu_career_151029123_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_151029123
edu_career_151059245_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151059245
edu_career_151059245_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_151059245
edu_career_151061498_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_151061498
edu_career_151061498_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151061498
edu_career_151065374_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151065374
edu_career_151065374_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_151065374
edu_career_151065416_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151065416
edu_career_151078880_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151078880
edu_career_151078880_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151078880
edu_career_151078880_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151078880
edu_career_151078880_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_151078880
edu_career_151078880_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_151078880
edu_career_151078880_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_151078880
edu_career_151078880_222125,222125,Diseño Gráfico,al_hr_pe.edu_inst_151078880
edu_career_151078880_611035,611035,Agropecuaria,al_hr_pe.edu_inst_151078880
edu_career_151078880_812015,812015,Cosmética Dermatológica,al_hr_pe.edu_inst_151078880
edu_career_151093152_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151093152
edu_career_151093152_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151093152
edu_career_151093152_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151093152
edu_career_151093152_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_151093152
edu_career_151096924_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151096924
edu_career_151096924_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_151096924
edu_career_151096924_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_151096924
edu_career_151096924_131015,131015,Educación Física,al_hr_pe.edu_inst_151096924
edu_career_151109396_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151109396
edu_career_151113182_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151113182
edu_career_151113182_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_151113182
edu_career_151124072_111026,111026,Educación Inicial,al_hr_pe.edu_inst_151124072
edu_career_151124072_112016,112016,Educación Primaria,al_hr_pe.edu_inst_151124072
edu_career_151124072_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_151124072
edu_career_151124072_121076,121076,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_151124072
edu_career_151124072_121156,121156,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_151124072
edu_career_151124072_121256,121256,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_151124072
edu_career_151124072_121456,121456,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_151124072
edu_career_151141795_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151141795
edu_career_151141795_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151141795
edu_career_151141795_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_151141795
edu_career_151150739_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151150739
edu_career_151150739_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151150739
edu_career_151150739_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_151150739
edu_career_151150739_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_151150739
edu_career_151150739_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_151150739
edu_career_151157916_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151157916
edu_career_151157916_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_151157916
edu_career_151157916_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151157916
edu_career_151157916_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_151157916
edu_career_151157916_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_151157916
edu_career_151160191_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_151160191
edu_career_151160191_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151160191
edu_career_151160191_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_151160191
edu_career_151166057_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151166057
edu_career_151180769_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151180769
edu_career_151180769_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151180769
edu_career_151180769_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_151180769
edu_career_151180769_121065,121065,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_151180769
edu_career_151180769_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_151180769
edu_career_151192830_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151192830
edu_career_151192830_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151192830
edu_career_151193259_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151193259
edu_career_151193259_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151193259
edu_career_151193259_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151193259
edu_career_151193259_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_151193259
edu_career_151227982_111015,111015,Educación Inicial,al_hr_pe.edu_inst_151227982
edu_career_151227982_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151227982
edu_career_151227982_121055,121055,"Educación Secundaria, Especialidad: Ciencia, Tecnología Y Ambiente",al_hr_pe.edu_inst_151227982
edu_career_151227982_121065,121065,"Educación Secundaria, Especialidad: Ciencias Sociales",al_hr_pe.edu_inst_151227982
edu_career_151227982_121075,121075,"Educación Secundaria, Especialidad: Comunicación",al_hr_pe.edu_inst_151227982
edu_career_151227982_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_151227982
edu_career_151227982_131015,131015,Educación Física,al_hr_pe.edu_inst_151227982
edu_career_151273911_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151273911
edu_career_151273911_121035,121035,Educación Para El Trabajo,al_hr_pe.edu_inst_151273911
edu_career_151273911_121085,121085,"Educación Secundaria, Especialidad: Matemática",al_hr_pe.edu_inst_151273911
edu_career_151275759_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151275759
edu_career_151275759_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151275759
edu_career_151275759_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_151275759
edu_career_151275759_121035,121035,Educación Para El Trabajo,al_hr_pe.edu_inst_151275759
edu_career_151275759_131015,131015,Educación Física,al_hr_pe.edu_inst_151275759
edu_career_151396217_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_151396217
edu_career_151396217_112015,112015,Educación Primaria,al_hr_pe.edu_inst_151396217
edu_career_151545623_111025,111025,Educación Inicial (Intercultural Y Bilingüe),al_hr_pe.edu_inst_151545623
edu_career_151545623_112025,112025,Educación Primaria (Intercultural Y Bilingüe),al_hr_pe.edu_inst_151545623
edu_career_151545623_121015,121015,Educación En Computación E Informática,al_hr_pe.edu_inst_151545623
edu_career_151545623_121025,121025,Educación En Idiomas - Inglés,al_hr_pe.edu_inst_151545623
edu_career_151545623_121095,121095,Educación Secundaria Técnica,al_hr_pe.edu_inst_151545623
edu_career_160000001_131016,131016,Educación Física,al_hr_pe.edu_inst_160000001
edu_career_160000001_199016,199016,Educación,al_hr_pe.edu_inst_160000001
edu_career_160000001_211016,211016,Antropología,al_hr_pe.edu_inst_160000001
edu_career_160000001_211036,211036,Arqueología,al_hr_pe.edu_inst_160000001
edu_career_160000001_212016,212016,Historia,al_hr_pe.edu_inst_160000001
edu_career_160000001_213026,213026,Lingüística,al_hr_pe.edu_inst_160000001
edu_career_160000001_213036,213036,Literatura,al_hr_pe.edu_inst_160000001
edu_career_160000001_215026,215026,Bibliotecología Y Ciencias De La Información,al_hr_pe.edu_inst_160000001
edu_career_160000001_216016,216016,Filosofía,al_hr_pe.edu_inst_160000001
edu_career_160000001_221016,221016,Arte,al_hr_pe.edu_inst_160000001
edu_career_160000001_221056,221056,Conservación Y Restauración,al_hr_pe.edu_inst_160000001
edu_career_160000001_223016,223016,Danza,al_hr_pe.edu_inst_160000001
